review_id,lang,sent_id,sentence,aspect,aspect_text,hit_keywords,label_id,label,review_rating,review_created_at,created_at,updated_at
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSS0xVeHNVbmx1WWswMGJscFNVME16WjA1dlRuYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOjRKLUxsUnluYk00blpSU0MzZ05vTnc%7C0dSvAzVgLEw%7C?hl=en,en,3,"On the plus side, there are some decent food options",food_beverage,food and beverage,"food options, food",1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSS0xVeHNVbmx1WWswMGJscFNVME16WjA1dlRuYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOjRKLUxsUnluYk00blpSU0MzZ05vTnc%7C0dSvAzVgLEw%7C?hl=en,en,5,"The only downside is the price about 21 for pho and 6 for an orange juice, which feels pretty expensive for Vietnam",price_value,price and value,"expensive, price",1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xacFgxSndMV3BTVm5CNGEwUlFNbkJFY0RaMlRHYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlZpX1JwLWpSVnB4a0RQMnBEcDZ2TGc%7C0dSsGCOMbHX%7C?hl=en,en,0,A 3-hour transit here,checkin_boarding,check-in and boarding,transit,1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xacFgxSndMV3BTVm5CNGEwUlFNbkJFY0RaMlRHYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlZpX1JwLWpSVnB4a0RQMnBEcDZ2TGc%7C0dSsGCOMbHX%7C?hl=en,en,2,The transit gate is adjacent to the International Arrivals Hall,checkin_boarding,check-in and boarding,"transit, gate",1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20weFJ6Um5OWFkyUWpKa1NuTjFkbU5tUXkxelVtYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOm0xRzRnNXY2QjJkSnN1dmNmQy1zUmc%7C0dSgkw6KK5r%7C?hl=en,vi,0,Vào lúc 9 giờ tối hôm qua tại sân bay có bảo vệ chuyên đi đuổi khách bất lịch sự,staff_service,Nhân viên và phục vụ,lịch sự,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20weFJ6Um5OWFkyUWpKa1NuTjFkbU5tUXkxelVtYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOm0xRzRnNXY2QjJkSnN1dmNmQy1zUmc%7C0dSgkw6KK5r%7C?hl=en,vi,3,Không muốn thì đừng có về nói chuyện với thái độ bất kính với người lớn tuổi là hành vi không chấp nhận được,staff_service,Nhân viên và phục vụ,thái độ,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20weFJ6Um5OWFkyUWpKa1NuTjFkbU5tUXkxelVtYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOm0xRzRnNXY2QjJkSnN1dmNmQy1zUmc%7C0dSgkw6KK5r%7C?hl=en,vi,4,Người việt nam luôn tròn lễ phép nhưng lần đầu tiên đến lại có thái độ cực kì tệ hại,staff_service,Nhân viên và phục vụ,thái độ,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUR3blltelhnEAE!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CIHM0ogKEICAgMDwnYmzXg%7C0dSYVRoItRL%7C?hl=en,en,1,No need to fill in immigration form,immigration_customs,immigration and customs,immigration,1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUR3blltelhnEAE!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CIHM0ogKEICAgMDwnYmzXg%7C0dSYVRoItRL%7C?hl=en,en,2,Immigration process very fast,immigration_customs,immigration and customs,immigration,1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GMlRIWkpibWRZYTB4TE9HOUdUalpzUkZscVJGRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOmF2THZJbmdYa0xLOG9GTjZsRFlqRFE%7C0dSRtj2hQi6%7C?hl=en,en,1,Never in my life visit such ridiculous airport with messy customs clearance and all the staffs seems so reluctant to work,immigration_customs,immigration and customs,customs,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,1,Điều này giúp tiết kiệm thời gian di chuyển và tiền taxi hoặc Grab so với những sân bay xa hơn,transport_parking,Di chuyển và bãi xe,"taxi, grab",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,2,Giao thông xung quanh vào giờ cao điểm có thể khá đông xe nhưng vẫn tiện lợi cho đa số hành khách,queue_waiting,Xếp hàng và chờ đợi,đông,1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,6,"Trần nhà cao, ánh sáng và bảng chỉ dẫn nhìn chung dễ theo dõi",signage_information,Biển chỉ dẫn và thông tin,"bảng chỉ dẫn, chỉ dẫn, bảng",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,9,Hành khách nhận xét rằng thủ tục nhập cảnh/ kiểm tra an ninh thường khá nhanh vào buổi sáng và đầu giờ chiều nhưng có thể mất thời gian vào giờ cao điểm chiều tối,security_check,An ninh và soi chiếu,"kiểm tra an ninh, an ninh",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,11,"Dịch vụ và tiện ích Sân bay có đủ dịch vụ cơ bản như quầy ăn uống, quầy cà phê, cửa hàng mua sắm, cửa hàng duty free ở khu quốc tế",food_beverage,Đồ ăn và thức uống,quầy ăn,1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,13,Wi-Fi miễn phí hoạt động tương đối ổn nhưng đôi khi mất kết nối ở một số khu vực,wifi_internet,WiFi và Internet,"mất kết nối, kết nối, wi-fi",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,15,"Sân bay không quá ồn ào nhưng mức độ đông đúc ở sảnh chờ, cửa ra tàu bay vẫn rõ rệt vào giờ cao điểm",queue_waiting,Xếp hàng và chờ đợi,"đông đúc, đông, chờ",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,16,"Đón tiễn và bãi đậu xe Khu vực đón tiễn có nhiều phương tiện di chuyển như taxi, xe công nghệ",transport_parking,Di chuyển và bãi xe,"đậu xe, taxi",1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWS05VczVPVU5XV0V0QlVUY3pOM3A0VDBOeFFrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlVKNUs5OUNWWEtBUTczN3p4T0NxQkE%7C0dSPXcUyDkz%7C?hl=en,vi,23,"Nhược điểm là khu vực có thể đông vào giờ cao điểm, một vài tiện ích chưa đồng bộ hoàn toàn như ở các sân bay quá hiện đại khác",queue_waiting,Xếp hàng và chờ đợi,đông,1,positive,4,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKV1NVaFBiVnBSYUhGMmIxQjZVVlUzWkhsd1MyYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOkJWSUhPbVpRaHF2b1B6UVU3ZHlwS2c%7C0dSNMORRBk5%7C?hl=en,en,3,This shop locate at gate 27,checkin_boarding,check-in and boarding,gate,0,negative,2,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkWVdFaFRNRE5rWTBFeGFUWXRXVmRzTFVSamRWRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOjdYWEhTMDNkY0ExaTYtWVdsLURjdVE%7C0dSMQ_JDsny%7C?hl=en,en,0,Nice clean airport,cleanliness_toilets,cleanliness and toilets,clean,1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkWVdFaFRNRE5rWTBFeGFUWXRXVmRzTFVSamRWRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOjdYWEhTMDNkY0ExaTYtWVdsLURjdVE%7C0dSMQ_JDsny%7C?hl=en,en,2,Very quite and smooth transfer,checkin_boarding,check-in and boarding,transfer,1,positive,5,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sM2NHODVXREZmTmtFeWRXcGpSbEpvUXpSM1NrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOnl3cG85WDFfNkEydWpjRlJoQzR3SkE%7C0dSLdY2b8Uo%7C?hl=en,en,0,hard to find bus station,transport_parking,transport and parking,bus,0,negative,3,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SSGR6bDVNa1pMYVZoVU5rVTJTbUV4YnpOalZuYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOnRHdzl5MkZLaVhUNkU2SmExbzNjVnc%7C0dSDxYpamcG%7C?hl=en,en,0,"Expensive, rundown and disorganised airport",price_value,price and value,expensive,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSNVdVVmlaVkoxV2tnd1JEaEdSblpmTFd4TllrRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlR5WUViZVJ1WkgwRDhGRnZfLWxNYkE%7C0dSCpn1FwuE%7C?hl=en,en,0,"Some staff s attitudes here are horrible,can t believe it s an international airport",staff_service,staff and service,staff,0,negative,2,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1pUQTNibXh2YnpNelNYSTFTekV3YnpKeVZsRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOk43ZTA3bmxvbzMzSXI1SzEwbzJyVlE%7C0dSBlSjK9oE%7C?hl=en,en,0,Not recommended for transit,checkin_boarding,check-in and boarding,transit,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1pUQTNibXh2YnpNelNYSTFTekV3YnpKeVZsRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOk43ZTA3bmxvbzMzSXI1SzEwbzJyVlE%7C0dSBlSjK9oE%7C?hl=en,en,1,I had a connected flight with VietJet and still had to wait almost 3 hours just to get my transfer boarding pass,checkin_boarding,check-in and boarding,"boarding pass, boarding, transfer",0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1pUQTNibXh2YnpNelNYSTFTekV3YnpKeVZsRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOk43ZTA3bmxvbzMzSXI1SzEwbzJyVlE%7C0dSBlSjK9oE%7C?hl=en,en,4,"There is little to no clear guidance for transit passengers, and everything feels manual, slow, and stressful",checkin_boarding,check-in and boarding,transit,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1pUQTNibXh2YnpNelNYSTFTekV3YnpKeVZsRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOk43ZTA3bmxvbzMzSXI1SzEwbzJyVlE%7C0dSBlSjK9oE%7C?hl=en,en,5,This airport is not designed as a proper transit hub,checkin_boarding,check-in and boarding,transit,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1pUQTNibXh2YnpNelNYSTFTekV3YnpKeVZsRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOk43ZTA3bmxvbzMzSXI1SzEwbzJyVlE%7C0dSBlSjK9oE%7C?hl=en,en,6,"Overcrowding, long queues, lack of clear communication, and a cold attitude from staff make the experience exhausting",staff_service,staff and service,staff,0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCU1VqQjRVM0p0TTBobFNUTnlNa2hyZUd4Q2NtYxAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOlBSUjB4U3JtM0hlSTNyMkhreGxCcmc%7C0dS9A2oaA1S%7C?hl=en,en,1,"Rude staff, unkempt airport, Vietjet staff is shouting, slow processing",staff_service,staff and service,"staff, rude",0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tGaVdGQTJXamQ0TkMweFdFaHlNR2hzVkhFMU9WRRAB!2m1!1s0x0:0xd8f09cc0aa1b27f3!3m1!1s2@1:CAIQACodChtycF9oOkFiWFA2Wjd4NC0xWEhyMGhsVHE1OVE%7C0dS3MHpKtBc%7C?hl=en,en,1,"Instead of using proper announcements, they just shouted from the boarding gate, which helped no one and showed total incompetence",checkin_boarding,check-in and boarding,"boarding, gate",0,negative,1,2026-02-26 02:16:26.952,2026-03-16 02:37:07.402055+00:00,2026-03-16 02:37:07.402055+00:00
